station_id,latitude,longitude,elevation,start_date,end_date,prcp_zero,prcp_ct,srad_ct,temp_ct,dewpt_ct,rh_ct,wspd_ct,wdir_ct,MGRS_TILE
F0126,47.550331115722656,-116.7646713256836,827.7000122070312,2019-06-19,2025-05-31,0,51367,0,48998,48998,48998,48970,48970,11TNN
SNSI1,47.555450439453125,-115.82421875,1688.5999755859375,2001-07-01,2025-05-31,0,203433,15,121328,1,1,1,1,11TNN
DLTGD,47.72909927368164,-116.77050018310545,693.1229858398438,2012-04-30,2025-05-31,0,82774,0,79201,0,79201,79201,79201,11TNN
ITDA9,47.33769989013672,-116.67079925537108,759.9000244140626,2013-11-27,2025-05-31,0,92696,0,90092,89498,89504,90575,90575,11TNN
D3845,47.671329498291016,-116.7470016479492,308.5299987792969,2009-11-25,2025-05-31,0,56438,0,53677,53677,53677,53676,53676,11TNN
SHCI1,46.96813201904297,-116.61837005615232,1123.800048828125,2001-07-01,2025-05-31,0,151997,131661,144401,143671,143722,143456,131229,11TNN
F3483,47.77917098999024,-116.8125,706.5,2004-12-08,2004-12-09,1,21,21,21,21,21,21,20,11TNN
FHFI1,47.13518142700195,-115.87660217285156,1301.5,2001-09-03,2025-05-31,0,199674,175828,190593,188936,190590,189560,173708,11TNN
ITD96,47.712501525878906,-116.95179748535156,655.0,2010-12-22,2025-05-31,0,118352,0,114788,114789,114790,114789,114789,11TNN
ITDA5,47.42900085449219,-116.62799835205078,836.4000244140626,2013-11-27,2025-05-31,0,92820,0,90622,90614,90136,90623,90623,11TNN
HUGI1,47.065650939941406,-115.77642822265624,1295.4000244140625,2001-07-01,2025-05-31,0,200489,52,130759,1,1,1,1,11TNN
NS020,47.77917098999024,-116.8125,706.5,2001-12-11,2002-01-16,1,883,0,811,811,811,812,807,11TNN
F3492,47.10832977294922,-116.22778320312499,1560.5999755859375,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TNN
NS024,47.508338928222656,-115.94611358642578,1268.0,2001-11-21,2004-09-01,0,23249,8409,19651,19650,19650,19613,19494,11TNN
PSTFL,47.72890090942384,-116.91439819335936,685.3920288085938,2012-04-30,2015-09-03,0,28442,0,26225,0,26225,26225,26225,11TNN
AN727,47.78889846801758,-116.8043975830078,707.5999755859375,2010-06-30,2014-03-12,1,31295,22667,19861,0,22684,16958,16937,11TNN
LCKI1,47.110801696777344,-116.22530364990232,1566.699951171875,2002-01-16,2024-11-29,0,182254,155069,165573,164546,165473,165590,157134,11TNN
ZZZI1,47.70750045776367,-115.97917175292967,775.7000122070312,2016-12-09,2025-04-17,0,20938,0,0,0,0,0,0,11TNN
F6169,47.73966979980469,-116.90467071533205,680.739990234375,2019-10-02,2022-08-09,1,25023,8717,24308,24308,24308,21931,24304,11TNN
F3477,47.12916946411133,-115.875,1432.5999755859375,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TNN
F4008,47.7216682434082,-116.81300354003906,689.0,2018-10-24,2025-06-01,0,57633,56890,56890,56890,56890,56890,56890,11TNN
AN722,47.53670120239258,-116.23690032958984,681.8400268554688,2010-06-30,2014-03-12,1,31890,23323,20455,0,23322,17576,17566,11TNN
AT229,47.68009948730469,-116.78659057617188,666.0,2009-06-10,2013-05-30,0,31149,0,27562,27563,27563,27579,27579,11TNN
CLDI1,47.27444076538086,-116.18888854980467,638.9000244140625,2009-06-04,2025-06-01,0,122335,0,0,0,0,0,0,11TNN
LSLI1,47.071868896484375,-115.95807647705078,1862.3000488281248,2001-07-01,2025-05-31,0,203787,53,130124,0,0,0,0,11TNN
PRCI1,47.707218170166016,-115.97750091552734,760.5,2009-06-05,2021-03-29,0,59339,0,0,0,0,0,0,11TNN
UP762,47.78546142578125,-116.85299682617188,693.4000244140625,2012-11-14,2025-05-31,1,108326,0,59187,0,0,0,0,11TNN
E3677,47.73128128051758,-116.86921691894533,680.0,2013-10-23,2017-09-21,0,28646,0,25498,25498,25498,25498,25498,11TNN
CDAI,47.717971801757805,-116.7841796875,682.0999755859375,2022-10-19,2025-06-01,0,22583,20241,20241,20241,20241,20241,19927,11TNN
ITDD7,47.712398529052734,-116.95179748535156,681.9000244140625,2019-08-23,2020-05-05,0,6145,0,6037,6037,6037,6037,6037,11TNN
PSFI,47.713661193847656,-116.97010040283205,651.0999755859375,2022-10-27,2025-06-01,0,22412,20960,20960,20960,20960,20960,20439,11TNN
D8433,47.10749816894531,-116.39800262451172,838.4400024414062,2011-09-07,2025-05-31,0,119398,103569,116255,116255,116255,116255,116255,11TNN
ITDA6,47.54650115966797,-116.33129882812499,662.9000244140625,2013-11-27,2025-05-31,0,92813,0,90562,90574,90576,90576,90576,11TNN
G3204,47.71916961669922,-116.88932800292967,2188.0,2023-03-15,2025-05-31,0,19261,0,18908,18908,18908,18908,18908,11TNN
TR250,47.508338928222656,-115.94611358642578,1268.0,2001-09-09,2001-11-21,1,1747,0,1519,1519,1519,1518,1506,11TNN
ITD89,46.97460174560546,-116.27670288085936,879.0,2009-09-02,2024-10-31,0,124237,0,96494,96488,96954,94008,96969,11TNN
TR240,47.77917098999024,-116.8125,706.5,2001-07-09,2001-10-18,1,2435,0,1784,1782,1782,1783,1779,11TNN
TS775,47.51810073852539,-116.5552978515625,790.7000122070312,2008-09-18,2010-08-26,0,8697,6363,6627,6118,6551,6745,6668,11TNN
POTI1,46.98329925537109,-116.98329925537108,762.0,2001-07-01,2025-05-31,0,168868,153002,162179,162094,162154,161626,141498,11TNN
ITD21,47.470001220703125,-115.91000366210936,853.0999755859374,2001-12-05,2025-05-31,0,131144,17,112138,112138,112139,110374,108466,11TNN
G1914,47.6756706237793,-116.8000030517578,653.0,2022-06-08,2025-06-01,0,25958,25679,25679,25679,25679,25679,25679,11TNN
ITD83,47.066699981689446,-116.66674041748045,1103.3759765625,2009-09-02,2017-09-06,0,68342,0,66403,66245,66245,66401,66401,11TNN
A1404,47.555301666259766,-116.81729888916016,705.5809936523439,2014-06-04,2020-06-30,0,50586,21670,21672,0,16321,11527,11527,11TNN
MCKI1,47.150001525878906,-116.2699966430664,1447.800048828125,2001-07-01,2025-06-01,0,202287,52,127280,1,1,0,0,11TNN
E2818,47.68833160400391,-116.86717224121092,792.0,2013-05-22,2018-06-13,0,44341,35599,43798,43798,43798,43798,43798,11TNN
TR242,47.10832977294922,-116.22778320312499,1560.5999755859375,2001-10-04,2001-11-21,1,1148,0,984,984,984,984,984,11TNN
A1332,47.53670120239258,-116.23690032958984,681.8400268554688,2014-03-19,2020-06-30,0,52009,46829,46760,0,46827,43369,43369,11TNN
D9063,47.736328125,-116.90200042724608,678.52001953125,2011-12-14,2025-05-31,0,90336,0,83078,83078,83078,83078,83078,11TNN
C2510,47.74383163452149,-116.74667358398436,736.4000244140626,2004-09-15,2006-09-28,0,11216,57,6465,6465,6465,6465,6465,11TNN
E7481,47.17982864379884,-116.48600006103516,894.760009765625,2015-06-24,2025-05-31,0,83066,0,81090,81089,81089,81090,81082,11TNN
H0167,47.650001525878906,-116.87999725341795,795.9450073242188,2002-06-05,2018-01-04,0,37923,59,29715,29715,29715,29670,29670,11TNN
C7197,47.5974998474121,-116.71617126464844,946.0999755859376,2007-01-31,2008-07-19,0,12835,0,12542,12549,12549,12549,12549,11TNN
AS889,47.84283065795898,-116.869270324707,695.0,2008-03-31,2009-10-14,0,13060,0,10092,10092,10092,4871,4871,11TNN
ITD40,47.0547981262207,-116.8615036010742,941.5,2005-04-06,2025-05-31,0,164352,27,153683,153584,152355,155587,154628,11TNN
NS017,47.02082824707031,-116.26667022705078,938.7999877929688,2001-11-21,2004-05-05,0,21181,7103,17977,17976,17976,17952,17899,11TNN
NMLI1,47.47499847412109,-115.9227828979492,1124.321044921875,2016-12-09,2018-02-06,1,7923,0,5613,0,0,0,0,11TNN
D7408,47.428829193115234,-116.77783203125,661.0,2011-04-23,2015-10-25,1,18669,0,13994,13994,13994,13994,13994,11TNN
TR217,47.02082824707031,-116.26667022705078,938.7999877929688,2001-09-06,2001-11-21,1,1819,0,1591,1591,1591,1324,825,11TNN
AT594,47.8277702331543,-116.84194183349608,683.0,2010-06-02,2025-02-02,0,123963,52234,109102,109141,109141,109097,109088,11TNN
MLPS,47.45357131958008,-115.69506072998045,1439.9000244140625,2001-07-01,2013-07-09,0,101968,53,87595,87595,87595,47836,86277,11TNN
A1333,47.78889846801758,-116.8043975830078,707.5999755859375,2014-03-19,2014-06-12,1,2043,1847,1847,0,1847,0,0,11TNN
ITD90,47.474319458007805,-115.9081573486328,688.8480224609375,2009-09-03,2025-05-31,0,129490,0,125099,124899,124902,125099,125099,11TNN
D1188,47.733829498291016,-116.83650207519533,695.1900024414064,2008-08-27,2025-05-31,0,138538,0,135356,135445,135445,134543,134922,11TNN
1882P,47.69557189941406,-116.87293243408205,652.9000244140625,2019-10-30,2021-09-23,1,15828,0,0,0,0,0,0,11TNN
ITD19,47.62221908569336,-116.52424621582033,951.2999877929688,2001-12-05,2025-05-31,0,175441,20,146378,146352,147167,146709,140960,11TNN
D9523,47.4995002746582,-116.899169921875,789.4000244140626,2012-02-01,2012-03-14,0,576,0,490,490,490,490,490,11TNN
A1486,47.338600158691406,-116.88590240478516,828.4000244140626,2014-07-23,2020-06-18,0,39782,33605,33605,0,33605,0,0,11TNN
TS895,47.46521759033203,-114.88162994384768,739.4000244140626,2010-01-20,2025-06-01,0,42470,5343,40969,40954,40958,40918,38044,11TPN
SRGM8,47.30194091796875,-115.08638763427734,792.5,2009-06-05,2025-06-01,0,117337,0,108890,0,0,0,0,11TPN
A3657,47.59439849853516,-115.32369995117188,815.4810180664062,2019-03-20,2020-06-30,1,9387,0,8220,0,0,0,0,11TPN
MNNM,47.02000045776367,-114.4000015258789,1311.0,2001-07-01,2013-07-09,0,100144,41,66989,66989,67096,67075,64879,11TPN
KTHM,47.57350158691406,-115.28067016601562,751.9000244140626,2008-06-05,2025-05-31,0,142314,0,122491,122491,12947,121422,121330,11TPN
F3785,47.58055114746094,-115.28500366210936,749.7999877929686,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TPN
TT348,47.195556640625,-114.89389038085936,829.0999755859374,2019-08-29,2019-09-23,1,603,0,369,369,601,601,601,11TPN
MTM57,47.700000762939446,-114.51000213623045,1040.9000244140625,2019-09-25,2025-06-01,1,48865,40300,40300,40114,40114,40235,40235,11TPN
HOTM8,47.615196228027344,-114.67030334472656,902.2000122070312,2001-07-01,2025-05-31,0,205922,180581,195173,195031,195162,195054,188091,11TPN
MTNNM,47.02299118041992,-114.38867950439452,910.7000122070312,2013-07-17,2025-05-31,0,103334,0,101272,101272,101273,100882,93381,11TPN
E1187,47.00382995605469,-114.48017120361328,933.5800170898435,2012-10-24,2025-05-31,0,109611,0,106701,106698,106698,97627,97627,11TPN
NS042,47.310829162597656,-115.10973358154298,816.9000244140626,2001-11-12,2004-09-01,0,21726,7883,18615,18612,18613,18549,18415,11TPN
MTSRG,47.29859924316406,-115.10363006591795,805.9000244140626,2025-05-07,2025-05-31,1,579,0,510,510,510,510,510,11TPN
MTRC,47.81999969482422,-115.58000183105467,726.9000244140626,2009-12-23,2013-07-09,1,31042,0,27969,27969,27969,27969,25949,11TPN
TT785,47.35633087158203,-115.25869750976562,1334.4000244140625,2024-04-23,2025-02-10,1,4439,4335,3853,3750,4335,4335,3478,11TPN
UDFM8,47.75,-114.66999816894533,889.0999755859374,2002-06-22,2009-11-12,0,45231,1,0,0,0,0,0,11TPN
F3753,47.269718170166016,-114.91610717773436,1414.300048828125,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TPN
STGM8,47.30710983276367,-115.10761260986328,816.2999877929686,2004-09-01,2025-05-31,0,181142,175212,175460,174254,175456,173345,131050,11TPN
TR296,47.58055114746094,-115.28500366210936,749.7999877929686,2001-11-08,2003-07-09,0,14464,1021,11837,11837,11837,11831,11771,11TPN
MTTRC,47.81999969482422,-115.58000183105467,726.9000244140626,2013-07-17,2025-05-31,1,102803,0,100110,100110,100110,99399,74911,11TPN
TT347,47.19538116455078,-114.89427947998045,826.0,2018-09-07,2023-09-30,1,2812,0,2689,2689,2689,2689,2689,11TPN
HSPM8,47.61000061035156,-114.61000061035156,841.9000244140626,2002-06-19,2012-05-12,0,59799,55,43290,0,0,0,0,11TPN
F1534,47.070831298828125,-114.4022216796875,1005.7999877929688,2001-07-01,2001-07-05,1,112,0,93,93,93,93,90,11TPN
LDFM8,47.700000762939446,-114.66000366210936,866.9000244140626,2002-06-19,2012-05-04,0,49858,24,0,0,0,23177,23167,11TPN
HOOM8,46.97999954223633,-115.02999877929688,1844.0,2001-07-01,2025-06-01,0,205852,11,104812,0,0,0,0,11TPN
PRDM8,47.268333435058594,-114.9169464111328,1400.5999755859375,2001-07-01,2025-06-01,0,209033,182301,199274,198848,199261,198371,184442,11TPN
TR280,47.070831298828125,-114.4022216796875,1005.7999877929688,2001-07-05,2004-06-16,0,25703,8620,22261,22260,22260,22267,22026,11TPN
THFM8,47.59000015258789,-115.3199996948242,738.0,2003-04-10,2009-03-17,0,51954,57,48151,48146,48305,48301,48301,11TPN
PERM8,47.36666870117188,-114.58499908447264,914.1199951171875,2016-12-09,2018-02-15,1,9997,0,8339,0,0,0,0,11TPN
HAUM8,47.38888931274414,-115.42250061035156,973.7999877929688,2024-02-01,2025-05-31,1,10181,0,5967,5965,5967,0,0,11TPN
F1533,47.0747184753418,-114.533332824707,1713.0,2001-07-01,2001-07-05,1,111,0,91,91,91,91,90,11TPN
TR294,47.310829162597656,-115.1097183227539,816.9000244140626,2001-08-10,2001-11-12,1,2269,0,1948,1945,1949,1942,1929,11TPN
TT053,47.13883209228516,-114.85717010498045,1061.9000244140625,2012-08-23,2025-04-16,0,9768,8745,8746,8745,8747,8747,8154,11TPN
KMLP,47.45417022705078,-115.66972351074217,1829.0999755859373,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,11TPN
NS038,47.450000762939446,-114.86666870117188,731.5,2002-09-25,2004-09-01,0,15079,8650,12715,12714,12714,12713,12567,11TPN
TS684,47.063018798828125,-115.25666809082033,1843.6999511718752,2007-07-18,2024-10-07,0,21025,17242,17330,17049,17304,17348,13784,11TPN
2450D,47.29472351074219,-114.3919448852539,902.1900024414062,2020-07-15,2025-06-01,0,42169,0,41495,0,41495,41495,41495,11TPN
MTM58,47.720001220703125,-114.54000091552734,1533.0999755859375,2019-09-25,2025-06-01,1,48861,40107,40107,39807,39807,39992,40029,11TPN
KS34,47.47354888916016,-114.9070816040039,750.4000244140626,2007-10-11,2025-06-01,0,147049,0,121474,121474,23133,118721,119028,11TPN
NINM8,47.071388244628906,-114.4013900756836,1005.7999877929688,2002-06-19,2025-06-01,0,200842,175216,184650,183983,184145,186613,171764,11TPN
AV330,47.53623962402344,-114.88945007324217,890.0,2017-10-11,2025-05-31,0,66754,0,65669,65669,65669,65669,65669,11TPN
F3779,47.310829162597656,-115.10973358154298,816.9000244140626,2004-12-08,2004-12-09,1,21,21,21,21,21,20,19,11TPN
PMAM8,47.36000061035156,-114.54000091552734,783.0,2002-06-19,2009-08-06,0,57897,57,48933,1,1,1,1,11TPN
PLAM8,47.46622085571289,-114.87960815429688,756.2000122070312,2004-09-01,2025-05-31,0,181776,172038,174479,173745,174444,173797,157731,11TPN
THAM8,47.575801849365234,-115.2844009399414,741.2999877929686,2003-07-09,2025-05-31,0,191020,182118,184884,184576,184867,183474,173040,11TPN
TT588,47.04593276977539,-114.11207580566406,1353.5999755859375,2020-10-14,2020-11-05,0,533,530,530,529,530,530,347,11TQN
2131D,47.7727699279785,-114.32440185546876,1022.0549926757812,2020-08-31,2025-06-01,0,41334,0,40626,0,40626,40626,40626,11TQN
E6663,47.72816848754884,-114.18782806396484,895.0,2015-02-05,2025-05-31,0,86742,67903,78005,78005,78010,78177,78177,11TQN
PABM8,47.63999938964844,-114.12999725341795,967.0,2002-06-19,2012-04-23,0,53018,1,22024,0,1,18087,18078,11TQN
PLS1,47.6599998474121,-114.11000061035156,989.260009765625,2001-07-01,2008-05-14,0,51785,80,38723,126,38718,128,129,11TQN
MTM79,47.41999816894531,-114.26000213623045,861.4000244140626,2020-07-15,2025-06-01,1,38645,22285,22285,22271,22271,20518,20523,11TQN
C0931,47.69417190551758,-114.13583374023436,902.0,2003-01-29,2003-11-27,0,5536,0,5159,5159,5159,5159,5159,11TQN
HELM8,47.709999084472656,-114.0199966430664,1126.0,2002-06-19,2012-04-01,0,60526,51,30695,0,0,0,0,11TQN
TURM8,47.66999816894531,-114.0699996948242,946.0999755859376,2002-06-19,2009-11-06,0,46017,4,0,0,0,0,0,11TQN
TT713,46.92687225341797,-114.09620666503906,975.4000244140624,2022-01-24,2022-01-25,1,19,0,18,18,18,18,18,11TQN
SODM8,47.540000915527344,-114.09999847412108,927.0,2002-06-19,2012-05-22,0,19251,0,5601,0,0,4804,2520,11TQN
KERM8,47.69667053222656,-114.16139221191406,881.7999877929686,2022-11-23,2025-05-31,1,21752,0,0,0,0,19091,19089,11TQN
KMSO,46.92082977294922,-114.09249877929688,975.0999755859376,2021-02-03,2021-02-17,1,336,0,336,336,336,336,336,11TQN
PSTM8,47.21670150756836,-114.0167007446289,1524.0,2004-11-10,2025-05-31,0,169993,160387,161551,161374,161545,161542,160715,11TQN
RONM8,47.53677368164063,-114.09893798828124,985.7000122070312,2004-12-29,2025-05-31,0,175835,166560,169144,168989,169142,169030,155224,11TQN
K7S0,47.567169189453125,-114.10106658935545,940.0,2007-11-14,2025-06-01,0,98092,0,92348,92348,0,91357,91332,11TQN
FLB06,47.77199935913086,-114.09600067138672,881.7999877929686,2012-09-19,2021-04-26,1,64259,0,41913,1,1,47830,47148,11TQN
TS225,47.21667098999024,-114.01667022705078,1524.0,2004-08-10,2004-11-10,0,2173,1962,1962,1962,1962,1962,1958,11TQN
PLSM8,47.68999862670898,-114.16999816894533,899.0,2002-06-19,2012-04-23,0,63037,33,28787,6,7,29813,28516,11TQN
SQPM8,47.180000305175774,-114.33000183105467,1874.5,2001-07-01,2025-05-31,0,208258,11,87584,1,1,1,1,11TQN
F3756,47.21667098999024,-114.01667022705078,1524.0,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TQN
KLHA2,46.92687225341797,-114.09620666503906,975.4000244140624,2012-06-13,2022-01-24,0,2069,1655,1931,1568,1569,1931,1931,11TQN
JETM8,47.76750183105469,-114.23390197753906,1097.300048828125,2001-07-01,2025-05-31,0,204389,179316,188175,188035,188175,187437,160054,11TQN
ARLM8,47.150001525878906,-114.08000183105467,944.9000244140624,2002-06-19,2009-11-11,0,62289,58,33658,0,1,26187,26187,11TQN
BGAM8,47.790000915527344,-114.30999755859376,898.9000244140626,2002-06-19,2012-05-22,0,66963,57,21395,0,0,27356,27318,11TQN
G2298,47.01832962036133,-114.25050354003906,926.0,2022-09-14,2025-06-01,0,23462,21969,21969,21969,21969,21969,21969,11TQN
F3733,47.76694107055664,-114.23473358154298,1097.300048828125,2004-12-08,2004-12-09,1,20,20,20,20,20,20,20,11TQN
CRUM8,47.5,-114.2300033569336,885.0999755859374,2002-07-03,2012-01-12,0,49367,0,0,0,0,0,0,11TQN
TR266,46.92430114746094,-114.09805297851562,968.7000122070312,2001-07-05,2021-06-18,0,94792,86488,91347,91284,91324,88021,52886,11TQN
NIPM8,47.459999084472656,-114.1500015258789,903.0999755859376,2004-06-16,2012-05-22,0,48568,58,525,0,0,20938,19835,11TQN
AT965,47.526798248291016,-114.09200286865232,935.7000122070312,2011-02-09,2025-05-31,0,55279,0,53671,53672,53672,53670,53670,11TQN
SIGM,47.31333160400391,-114.09806060791016,911.4000244140624,2001-07-01,2025-06-01,0,206011,141942,154377,154365,154374,152067,153319,11TQN
AP137,47.521499633789055,-114.22516632080078,927.0800170898435,2001-07-05,2023-10-12,0,85242,59,79328,79327,79327,79327,79327,11TQN
PLS5,47.66379928588867,-114.11399841308592,987.205078125,2008-07-29,2016-08-01,1,67791,0,12006,0,12006,0,0,11TQN
MSOL,46.930000305175774,-114.11000061035156,974.9400024414062,2003-10-15,2016-08-01,0,93745,62,2538,94,2482,102,100,11TQN
MTEVH,47.022071838378906,-114.11241149902344,1163.0999755859375,2025-05-07,2025-05-31,0,585,0,580,580,580,580,580,11TQN
RDBM,47.5394401550293,-114.28056335449217,926.5999755859376,2001-10-24,2025-05-31,0,172400,142235,149410,149405,149405,149396,148687,11TQN
KICM8,47.450000762939446,-114.08000183105467,921.0999755859376,2002-06-19,2009-11-13,0,43192,2,0,0,0,0,0,11TQN
MTM94,47.36645126342773,-114.25775146484376,812.9000244140626,2023-09-20,2025-06-01,1,14736,14346,14427,14427,14427,14427,14319,11TQN
MISM8,47.310001373291016,-114.0199966430664,1036.0,2002-07-10,2010-07-07,0,59676,55,45114,1,1,1,1,11TQN
MPAB,47.60192108154297,-114.11315155029298,898.9000244140626,2001-07-01,2009-12-21,0,65872,35,44296,44295,44296,44296,42975,11TQN
H0578,47.6870002746582,-114.15599822998045,833.9010009765626,2003-05-15,2005-04-14,0,16458,0,1310,1310,1310,1310,1310,11TQN
6992D,47.6763801574707,-114.1488037109375,1027.5450439453125,2020-07-15,2025-06-01,0,42262,1,41413,0,41413,41413,41413,11TQN
AN356,47.692501068115234,-114.01219940185545,896.7000122070312,2010-02-16,2020-01-13,0,63041,0,49149,0,1,9746,9745,11TQN
FINM8,47.04593276977539,-114.11207580566406,1353.5999755859375,2021-07-02,2025-05-31,0,34100,32964,32966,32965,32966,32893,23447,11TQN
MTM97,47.540000915527344,-114.09999847412108,941.7999877929688,2023-12-27,2025-06-01,1,12380,11170,11170,11092,11092,11157,11157,11TQN
A3601,47.01290130615234,-114.2242965698242,948.0490112304688,2019-03-20,2020-06-30,1,9387,0,8230,0,0,0,0,11TQN
HVERN,46.64099884033203,-119.72799682617188,131.10000610351562,2001-07-13,2025-06-01,0,207047,58,191896,1,1,191941,191666,11TKM
HRSPG,46.50600051879884,-119.69999694824217,207.0,2001-07-01,2025-06-01,0,202934,60,186630,0,0,186165,185790,11TKM
WSURO,46.29199981689453,-119.73300170898436,342.8999938964844,2008-01-16,2008-03-06,1,1179,0,1114,1114,1114,1114,1114,11TKM
WS071,46.82218933105469,-119.94273376464844,161.5399932861328,2019-08-27,2019-08-27,1,3,3,3,3,3,3,3,11TKM
WSUHA,46.2505989074707,-119.73909759521484,252.1000061035156,2008-09-03,2009-01-21,1,3311,0,2967,2967,2967,2967,2967,11TKM
TBELO,46.500301361083984,-119.61170196533205,182.0,2011-12-28,2025-05-31,1,114934,0,109794,89776,89776,109767,109111,11TKM
K1S5,46.328800201416016,-119.9739990234375,228.0,2014-08-27,2025-05-15,0,14782,0,12434,12434,3412,12433,12433,11TKM
CCBW1,46.83000183105469,-119.83000183105467,153.60000610351562,2016-12-09,2023-03-17,1,40978,0,37066,0,0,0,0,11TKM
PC324,46.439361572265625,-119.93708038330078,544.0999755859375,2023-05-03,2025-05-31,1,18075,0,17776,17776,17776,17776,17645,11TKM
CFSW1,46.21667098999024,-119.75778198242188,189.0,2009-06-04,2025-06-01,1,138720,0,124530,0,0,124495,122559,11TKM
HBENT,46.290000915527344,-119.60800170898436,321.8999938964844,2001-07-01,2012-04-26,0,93175,58,81384,1,1,81404,81428,11TKM
ROZAA,46.291698455810554,-119.73269653320312,342.8999938964844,2008-09-03,2008-10-23,1,1183,0,1167,1167,1167,1167,1167,11TKM
D3226,46.20090866088867,-119.75225830078124,266.0,2009-07-29,2016-04-03,0,58363,0,57018,57018,57018,57024,57018,11TKM
MABTO,46.17839813232422,-119.92870330810545,256.8999938964844,2008-09-05,2008-11-03,1,1349,0,461,184,184,461,461,11TKM
HBVLY,46.75,-119.94000244140624,169.0,2001-07-13,2025-06-01,0,207824,58,189738,1,1,189751,189548,11TKM
PC553,46.295509338378906,-119.99788665771484,211.8000030517578,2024-09-04,2025-05-31,1,6317,0,6264,6264,6264,6264,6193,11TKM
MCCLU,46.3759994506836,-119.7239990234375,766.9000244140626,2008-01-16,2008-10-24,1,3047,0,2074,2074,2074,2074,2074,11TKM
F4408,46.694438934326165,-119.69361114501952,198.1000061035156,2004-12-08,2004-12-09,1,21,21,21,21,21,21,21,11TKM
MWQMB,46.19869995117188,-119.9643325805664,221.0,2003-10-15,2006-02-02,1,20137,30,16312,16311,16312,16312,16312,11TKM
SDMW1,46.69333267211913,-119.6933364868164,193.19999694824216,2003-02-06,2025-05-31,0,188956,177968,181716,181663,181708,181484,175294,11TKM
AV884,46.81732940673828,-119.8864974975586,716.0,2021-12-29,2025-01-04,0,19933,1052,6413,6413,6413,16108,16108,11TKM
TPROS,46.21760177612305,-119.7489013671875,192.0,2009-04-15,2025-05-31,1,140987,0,135066,134584,134586,134660,94420,11TKM
KS40,46.2134017944336,-119.79139709472656,212.3999938964844,2015-10-21,2021-05-26,1,48177,1,46535,46535,46535,46499,46512,11TKM
MWQGV,46.25299835205078,-119.8939971923828,253.8999938964844,2006-09-20,2019-05-20,1,107184,0,98939,98931,98939,96530,77094,11TKM
MATTA,46.70100021362305,-119.8000030517578,238.0,2008-01-16,2008-10-24,1,2778,0,1651,1651,1651,1651,1651,11TKM
C6478,46.68653106689453,-119.91989135742188,174.0,2006-09-06,2011-11-01,0,39542,0,29170,29170,29170,29170,29170,11TKM
C1918,46.248828887939446,-119.92117309570312,221.0,2009-11-26,2016-03-22,0,45447,0,36261,36261,36261,36262,36261,11TKM
MCWHO,46.31700134277344,-119.61699676513672,408.1000061035156,2008-01-16,2008-10-24,1,3458,0,2319,2319,2319,2319,2319,11TKM
SUNNY,46.39699935913086,-119.99600219726562,267.0,2008-01-16,2008-10-24,1,2916,0,2303,2303,2303,2303,2303,11TKM
HYAKB,46.57799911499024,-119.72599792480467,242.0,2001-07-01,2025-06-01,0,208406,60,192297,1,1,192375,192380,11TKM
TSELL,46.13140106201172,-119.60169982910156,328.8999938964844,2006-02-01,2025-05-31,1,153702,0,141879,141700,141707,138175,126743,11TKM
H200W,46.542999267578125,-119.66300201416016,198.1000061035156,2001-07-01,2025-06-01,0,161841,58,147587,1,1,147643,147536,11TKM
DESER,46.70930099487305,-119.91729736328124,143.89999389648435,2008-10-11,2008-10-24,1,327,0,225,225,225,225,225,11TKM
AU155,46.18674850463867,-119.82772827148436,207.0,2011-07-27,2025-06-01,0,113169,55767,105445,105445,105445,105368,104120,11TKM
C0988,46.19866943359375,-119.9643325805664,221.0,2003-04-03,2025-06-01,0,193104,34,186559,186558,186558,186559,186559,11TKM
HORRI,46.07699966430664,-119.7689971923828,269.1000061035156,2008-01-16,2008-10-27,1,2697,0,2011,2011,2011,2011,2011,11TKM
E3363,46.67782974243164,-119.9208297729492,164.0,2013-08-14,2018-09-14,0,44335,0,43088,43088,43088,43088,43088,11TKM
WS088,46.35683822631836,-119.90955352783205,338.0199890136719,2019-08-27,2019-08-27,1,3,3,3,3,3,3,3,11TKM
TR548,46.69445037841797,-119.69361114501952,198.1000061035156,2002-07-24,2003-02-05,1,4707,0,4241,4241,4241,4241,4209,11TKM
WSUHQ,46.256999969482415,-119.73999786376952,256.8999938964844,2008-01-16,2008-10-24,1,2649,0,2286,2286,2286,2286,2286,11TKM
HPFP,46.54499816894531,-119.63300323486328,206.0,2001-07-01,2025-05-31,0,208378,60,192887,1,1,192975,192237,11TKM
WAHLU,46.766300201416016,-119.8199996948242,360.8999938964844,2008-10-15,2008-10-24,1,216,0,53,53,53,53,53,11TKM
BPSUN,46.48569107055664,-119.99299621582033,943.4000244140624,2011-12-07,2018-06-01,1,55778,0,54806,54806,54806,54752,54151,11TKM
TSR24,46.534400939941406,-119.87969970703124,385.0,2006-02-01,2006-07-28,1,4241,0,3602,3602,3602,3598,3595,11TKM
